ndc11,ndc11_display,package_ndc_source,product_ndc,ndc9,ndc6,brand_name,generic_name,labeler_name,dosage_form,route,package_description,application_number,spl_setid,rxcui,listing_expiration_date,marketing_start_date,sample,source_count,src_nadac,src_nadac_status,src_sdud,src_sdud_status,src_wac_cur,src_wac_cur_status,src_wac_hist,src_wac_hist_status,src_drugsfda,src_drugsfda_status,src_rxnav,src_rxnav_status,src_dailymed,src_dailymed_status,src_pd_ann,src_pd_ann_status,src_pd_q,src_pd_q_status,src_mc_sp,src_mc_sp_status,src_pb_ann,src_pb_ann_status,src_pb_q,src_pb_q_status,nadac_eff_date,nadac_per_unit,nadac_unit,nadac_otc,nadac_class,nadac_count,sdud_count,sdud_year,sdud_quarter,sdud_states,sdud_units,sdud_rx,sdud_reimb,wac_cur_date,wac_cur_price,wac_hist_date,wac_hist_price,drugsfda_apps,drugsfda_sponsors,drugsfda_approval,rxnav_rxcuis,rxnav_names,dm_spl_count,dm_spl_ids,pd_ann_yr,pd_ann_spend,pd_ann_clm,pd_ann_ben,pd_ann_units,pd_ann_avg_u,pd_ann_avg_c,pd_q_per,pd_q_spend,pd_q_clm,pd_q_ben,pd_q_avg_c,mc_sp_yr,mc_sp_spend,mc_sp_clm,mc_sp_units,mc_sp_avg_u,pb_ann_hcpcs,pb_ann_yr,pb_ann_spend,pb_ann_clm,pb_ann_ben,pb_ann_units,pb_ann_avg_u,pb_q_hcpcs,pb_q_per,pb_q_spend,pb_q_clm,pb_q_ben
00006057503,00006-0575-03,0006-0575-03,0006-0575,000060575,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"2 BOTTLE in 1 CARTON (0006-0575-03)  / 14 TABLET, FILM COATED in 1 BOTTLE (0006-0575-02)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057556,00006-0575-56,0006-0575-56,0006-0575,000060575,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"4 POUCH in 1 CARTON (0006-0575-56)  / 2 BLISTER PACK in 1 POUCH / 7 TABLET, FILM COATED in 1 BLISTER PACK",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057561,00006-0575-61,0006-0575-61,0006-0575,000060575,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"60 TABLET, FILM COATED in 1 BOTTLE (0006-0575-61)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2839,EA,N,B,50,200,2024,4,35,3750557,48737,33683777.2700,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057562,00006-0575-62,0006-0575-62,0006-0575,000060575,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"180 TABLET, FILM COATED in 1 BOTTLE (0006-0575-62)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2839,EA,N,B,50,138,2024,4,38,277729,2783,2454701.8700,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057582,00006-0575-82,0006-0575-82,0006-0575,000060575,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"1000 TABLET, FILM COATED in 1 BOTTLE (0006-0575-82)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2839,EA,N,B,50,41,2024,4,13,15278,198,140056.8900,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057703,00006-0577-03,0006-0577-03,0006-0577,000060577,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"2 BOTTLE in 1 CARTON (0006-0577-03)  / 14 TABLET, FILM COATED in 1 BOTTLE (0006-0577-02)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057756,00006-0577-56,0006-0577-56,0006-0577,000060577,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"4 POUCH in 1 CARTON (0006-0577-56)  / 2 BLISTER PACK in 1 POUCH / 7 TABLET, FILM COATED in 1 BLISTER PACK",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057761,00006-0577-61,0006-0577-61,0006-0577,000060577,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"60 TABLET, FILM COATED in 1 BOTTLE (0006-0577-61)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2800,EA,N,B,50,200,2024,4,33,16515219,197110,149566101.4000,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057762,00006-0577-62,0006-0577-62,0006-0577,000060577,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"180 TABLET, FILM COATED in 1 BOTTLE (0006-0577-62)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2800,EA,N,B,50,200,2024,4,38,1575685,13156,14110301.0400,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006057782,00006-0577-82,0006-0577-82,0006-0577,000060577,000060,JANUMET,SITAGLIPTIN and METFORMIN HYDROCHLORIDE,Merck Sharp & Dohme LLC,"TABLET, FILM COATED",ORAL,"1000 TABLET, FILM COATED in 1 BOTTLE (0006-0577-82)",NDA022044,d19c7ed0-ad5c-426e-b2df-722508f97d67,2709488 | 2709491 | 861771 | 861821,20261231,20070330,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2800,EA,N,B,50,55,2024,4,17,47948,605,417598.4600,,,,,NDA022044 | NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],6,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432 | b55ee3d9-7f0b-4dd9-9213-fbc69f09f567 | c603b844-2019-4ef4-8385-7bc3f96a2565 | d19c7ed0-ad5c-426e-b2df-722508f97d67,2023,798865848.5100,776835,168527,84530665,9.4508,1028.3598,2025 (Q1-Q2),193889127.2800,347997,129152,557.1600,2023,132150471.5700,184729,14944341,8.8429,,,,,,,,,,,,
00006007828,00006-0078-28,0006-0078-28,0006-0078,000060078,000060,JANUMET XR,sitagliptin and metformin hydrochloride,Merck Sharp & Dohme LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,"2 BOTTLE in 1 CARTON (0006-0078-28)  / 14 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (0006-0078-14)",NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,1243833 | 1243843 | 1243848 | 2709470 | 2709477 | 2709482,20261231,20120202,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],3,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432,2023,392139531.0500,397435,89316,33399526,12.7856,986.6759,2025 (Q1-Q2),99095003.3900,179756,69324,551.2800,2023,47577640.9200,70210,4234500,12.2168,,,,,,,,,,,,
00006007861,00006-0078-61,0006-0078-61,0006-0078,000060078,000060,JANUMET XR,sitagliptin and metformin hydrochloride,Merck Sharp & Dohme LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,"60 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (0006-0078-61)",NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,1243833 | 1243843 | 1243848 | 2709470 | 2709477 | 2709482,20261231,20120202,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2882,EA,N,B,50,200,2024,4,37,571407,9165,5189016.3200,,,,,NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],3,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432,2023,392139531.0500,397435,89316,33399526,12.7856,986.6759,2025 (Q1-Q2),99095003.3900,179756,69324,551.2800,2023,47577640.9200,70210,4234500,12.2168,,,,,,,,,,,,
00006007862,00006-0078-62,0006-0078-62,0006-0078,000060078,000060,JANUMET XR,sitagliptin and metformin hydrochloride,Merck Sharp & Dohme LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,"180 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (0006-0078-62)",NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,1243833 | 1243843 | 1243848 | 2709470 | 2709477 | 2709482,20261231,20120202,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2882,EA,N,B,50,82,2024,4,26,54178,473,475498.6600,,,,,NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],3,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432,2023,392139531.0500,397435,89316,33399526,12.7856,986.6759,2025 (Q1-Q2),99095003.3900,179756,69324,551.2800,2023,47577640.9200,70210,4234500,12.2168,,,,,,,,,,,,
00006007882,00006-0078-82,0006-0078-82,0006-0078,000060078,000060,JANUMET XR,sitagliptin and metformin hydrochloride,Merck Sharp & Dohme LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,"1000 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (0006-0078-82)",NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,1243833 | 1243843 | 1243848 | 2709470 | 2709477 | 2709482,20261231,20120202,False,9,1,hit,1,hit,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,2025-11-19,5.2882,EA,N,B,50,22,2024,3,9,,,,,,,,NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],3,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432,2023,392139531.0500,397435,89316,33399526,12.7856,986.6759,2025 (Q1-Q2),99095003.3900,179756,69324,551.2800,2023,47577640.9200,70210,4234500,12.2168,,,,,,,,,,,,
00006008028,00006-0080-28,0006-0080-28,0006-0080,000060080,000060,JANUMET XR,sitagliptin and metformin hydrochloride,Merck Sharp & Dohme LLC,"TABLET, FILM COATED, EXTENDED RELEASE",ORAL,"2 BOTTLE in 1 CARTON (0006-0080-28)  / 14 TABLET, FILM COATED, EXTENDED RELEASE in 1 BOTTLE (0006-0080-14)",NDA202270,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50,1243833 | 1243843 | 1243848 | 2709470 | 2709477 | 2709482,20261231,20120202,True,7,0,no_data,0,no_data,0,no_data,0,no_data,1,hit,1,hit,1,hit,1,hit,1,hit,1,hit,0,no_data,0,no_data,,,,,,,,,,,,,,,,,,NDA202270,MSD SUB MERCK,,1243833 | 1243843 | 1243848 | 861771 | 861821,24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 100 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | 24 HR metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Extended Release Oral Tablet [Janumet] | metformin hydrochloride 1000 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet] | metformin hydrochloride 500 MG / sitagliptin phosphate 50 MG Oral Tablet [Janumet],3,64beb3d2-3aeb-4cd5-ba11-dacf6c9a5b50 | 6d1c5225-a457-438c-93fa-15697db02363 | 90c0244b-afb3-4e69-b79f-486d002ca432,2023,392139531.0500,397435,89316,33399526,12.7856,986.6759,2025 (Q1-Q2),99095003.3900,179756,69324,551.2800,2023,47577640.9200,70210,4234500,12.2168,,,,,,,,,,,,
